date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:50:35	5206/5206	---MCZ	200	added ('OK')	text/html	date:Fri,%2015%20Nov%202019%2012:11:18%20GMT	https://shreyu.coderthemes.com/pages-maintenance.html	/home/room/websites/Koua/shreyu.coderthemes.com/pages-maintenance.html	(from https://shreyu.coderthemes.com/layouts-dark-sidebar.html)
11:50:36	7816/7816	---MCZ	200	added ('OK')	text/html	date:Fri,%2015%20Nov%202019%2012:11:14%20GMT	https://shreyu.coderthemes.com/pages-login.html	/home/room/websites/Koua/shreyu.coderthemes.com/pages-login.html	(from https://shreyu.coderthemes.com/layouts-dark-sidebar.html)
11:50:37	7932/7932	---MCZ	200	added ('OK')	text/html	date:Fri,%2015%20Nov%202019%2012:11:13%20GMT	https://shreyu.coderthemes.com/pages-register.html	/home/room/websites/Koua/shreyu.coderthemes.com/pages-register.html	(from https://shreyu.coderthemes.com/layouts-dark-sidebar.html)
11:50:38	5291/5291	---MCZ	200	added ('OK')	text/html	date:Fri,%2015%20Nov%202019%2012:11:13%20GMT	https://shreyu.coderthemes.com/pages-recoverpw.html	/home/room/websites/Koua/shreyu.coderthemes.com/pages-recoverpw.html	(from https://shreyu.coderthemes.com/layouts-dark-sidebar.html)
11:50:39	2831/2831	---MCZ	200	added ('OK')	text/html	date:Fri,%2015%20Nov%202019%2012:11:13%20GMT	https://shreyu.coderthemes.com/pages-confirm-mail.html	/home/room/websites/Koua/shreyu.coderthemes.com/pages-confirm-mail.html	(from https://shreyu.coderthemes.com/layouts-dark-sidebar.html)
11:50:40	2222/2222	---MCZ	200	added ('OK')	text/html	date:Fri,%2015%20Nov%202019%2012:11:15%20GMT	https://shreyu.coderthemes.com/pages-404.html	/home/room/websites/Koua/shreyu.coderthemes.com/pages-404.html	(from https://shreyu.coderthemes.com/layouts-dark-sidebar.html)
11:50:41	2226/2226	---MCZ	200	added ('OK')	text/html	date:Fri,%2015%20Nov%202019%2012:11:15%20GMT	https://shreyu.coderthemes.com/pages-500.html	/home/room/websites/Koua/shreyu.coderthemes.com/pages-500.html	(from https://shreyu.coderthemes.com/layouts-dark-sidebar.html)
11:50:42	73439/73439	---MCZ	200	added ('OK')	text/html	date:Fri,%2015%20Nov%202019%2012:11:10%20GMT	https://shreyu.coderthemes.com/layouts-horizontal.html	/home/room/websites/Koua/shreyu.coderthemes.com/layouts-horizontal.html	(from https://shreyu.coderthemes.com/layouts-dark-sidebar.html)
11:50:43	76580/76580	---MCZ	200	added ('OK')	text/html	date:Fri,%2015%20Nov%202019%2012:11:18%20GMT	https://shreyu.coderthemes.com/layouts-rtl.html	/home/room/websites/Koua/shreyu.coderthemes.com/layouts-rtl.html	(from https://shreyu.coderthemes.com/layouts-dark-sidebar.html)
11:50:44	76586/76586	---MCZ	200	added ('OK')	text/html	date:Fri,%2015%20Nov%202019%2012:11:19%20GMT	https://shreyu.coderthemes.com/layouts-dark.html	/home/room/websites/Koua/shreyu.coderthemes.com/layouts-dark.html	(from https://shreyu.coderthemes.com/layouts-dark-sidebar.html)
11:50:45	76603/76603	---MCZ	200	added ('OK')	text/html	date:Fri,%2015%20Nov%202019%2012:11:18%20GMT	https://shreyu.coderthemes.com/layouts-scrollable.html	/home/room/websites/Koua/shreyu.coderthemes.com/layouts-scrollable.html	(from https://shreyu.coderthemes.com/layouts-dark-sidebar.html)
11:50:46	76654/76654	---MCZ	200	added ('OK')	text/html	date:Fri,%2015%20Nov%202019%2012:11:19%20GMT	https://shreyu.coderthemes.com/layouts-boxed.html	/home/room/websites/Koua/shreyu.coderthemes.com/layouts-boxed.html	(from https://shreyu.coderthemes.com/layouts-dark-sidebar.html)
11:50:47	76949/76949	---MCZ	200	added ('OK')	text/html	date:Fri,%2015%20Nov%202019%2012:11:18%20GMT	https://shreyu.coderthemes.com/layouts-preloader.html	/home/room/websites/Koua/shreyu.coderthemes.com/layouts-preloader.html	(from https://shreyu.coderthemes.com/layouts-dark-sidebar.html)
11:50:48	76641/76641	---MCZ	200	added ('OK')	text/html	date:Fri,%2015%20Nov%202019%2012:11:09%20GMT	https://shreyu.coderthemes.com/layouts-condensed.html	/home/room/websites/Koua/shreyu.coderthemes.com/layouts-condensed.html	(from https://shreyu.coderthemes.com/layouts-dark-sidebar.html)
11:50:49	160177/160177	---MCZ	200	added ('OK')	text/html	date:Fri,%2015%20Nov%202019%2012:11:13%20GMT	https://shreyu.coderthemes.com/components-bootstrap.html	/home/room/websites/Koua/shreyu.coderthemes.com/components-bootstrap.html	(from https://shreyu.coderthemes.com/layouts-dark-sidebar.html)
11:50:49	291179/291179	---MCZ	200	added ('OK')	text/html	date:Fri,%2015%20Nov%202019%2012:11:09%20GMT	https://shreyu.coderthemes.com/icons-feather.html	/home/room/websites/Koua/shreyu.coderthemes.com/icons-feather.html	(from https://shreyu.coderthemes.com/layouts-dark-sidebar.html)
11:50:51	303527/303527	---MCZ	200	added ('OK')	text/html	date:Fri,%2015%20Nov%202019%2012:11:12%20GMT	https://shreyu.coderthemes.com/icons-unicons.html	/home/room/websites/Koua/shreyu.coderthemes.com/icons-unicons.html	(from https://shreyu.coderthemes.com/layouts-dark-sidebar.html)
11:50:51	94578/94578	---MCZ	200	added ('OK')	text/html	date:Fri,%2015%20Nov%202019%2012:11:12%20GMT	https://shreyu.coderthemes.com/widgets.html	/home/room/websites/Koua/shreyu.coderthemes.com/widgets.html	(from https://shreyu.coderthemes.com/layouts-dark-sidebar.html)
11:50:53	66922/66922	---MCZ	200	added ('OK')	text/html	date:Fri,%2015%20Nov%202019%2012:11:12%20GMT	https://shreyu.coderthemes.com/forms-basic.html	/home/room/websites/Koua/shreyu.coderthemes.com/forms-basic.html	(from https://shreyu.coderthemes.com/layouts-dark-sidebar.html)
11:50:54	57516/57516	---MCZ	200	added ('OK')	text/html	date:Fri,%2015%20Nov%202019%2012:11:12%20GMT	https://shreyu.coderthemes.com/forms-advanced.html	/home/room/websites/Koua/shreyu.coderthemes.com/forms-advanced.html	(from https://shreyu.coderthemes.com/layouts-dark-sidebar.html)
11:50:55	65667/65667	---MCZ	200	added ('OK')	text/html	date:Fri,%2015%20Nov%202019%2012:11:11%20GMT	https://shreyu.coderthemes.com/forms-validation.html	/home/room/websites/Koua/shreyu.coderthemes.com/forms-validation.html	(from https://shreyu.coderthemes.com/layouts-dark-sidebar.html)
11:50:56	61813/61813	---MCZ	200	added ('OK')	text/html	date:Fri,%2015%20Nov%202019%2012:11:11%20GMT	https://shreyu.coderthemes.com/forms-wizard.html	/home/room/websites/Koua/shreyu.coderthemes.com/forms-wizard.html	(from https://shreyu.coderthemes.com/layouts-dark-sidebar.html)
11:50:57	36765/36765	---MCZ	200	added ('OK')	text/html	date:Fri,%2015%20Nov%202019%2012:11:11%20GMT	https://shreyu.coderthemes.com/forms-editor.html	/home/room/websites/Koua/shreyu.coderthemes.com/forms-editor.html	(from https://shreyu.coderthemes.com/layouts-dark-sidebar.html)
11:50:58	35414/35414	---MCZ	200	added ('OK')	text/html	date:Fri,%2015%20Nov%202019%2012:11:11%20GMT	https://shreyu.coderthemes.com/forms-file-uploads.html	/home/room/websites/Koua/shreyu.coderthemes.com/forms-file-uploads.html	(from https://shreyu.coderthemes.com/layouts-dark-sidebar.html)
11:50:59	46392/46392	---MCZ	200	added ('OK')	text/html	date:Fri,%2015%20Nov%202019%2012:11:10%20GMT	https://shreyu.coderthemes.com/charts-apex.html	/home/room/websites/Koua/shreyu.coderthemes.com/charts-apex.html	(from https://shreyu.coderthemes.com/layouts-dark-sidebar.html)
11:51:00	66857/66857	---MCZ	200	added ('OK')	text/html	date:Fri,%2015%20Nov%202019%2012:11:10%20GMT	https://shreyu.coderthemes.com/tables-basic.html	/home/room/websites/Koua/shreyu.coderthemes.com/tables-basic.html	(from https://shreyu.coderthemes.com/layouts-dark-sidebar.html)
11:51:01	166975/166975	---MCZ	200	added ('OK')	text/html	date:Fri,%2015%20Nov%202019%2012:11:10%20GMT	https://shreyu.coderthemes.com/tables-datatables.html	/home/room/websites/Koua/shreyu.coderthemes.com/tables-datatables.html	(from https://shreyu.coderthemes.com/layouts-dark-sidebar.html)
11:51:01	5418/5418	---M--	200	added ('OK')	image/jpeg	etag:%225dce9610-152a%22	https://shreyu.coderthemes.com/assets/images/users/avatar-9.jpg	/home/room/websites/Koua/shreyu.coderthemes.com/assets/images/users/avatar-9.jpg	(from https://shreyu.coderthemes.com/layouts-dark-sidebar.html)
11:51:02	5958/5958	---M--	200	added ('OK')	image/jpeg	etag:%225dce960f-1746%22	https://shreyu.coderthemes.com/assets/images/users/avatar-4.jpg	/home/room/websites/Koua/shreyu.coderthemes.com/assets/images/users/avatar-4.jpg	(from https://shreyu.coderthemes.com/layouts-dark-sidebar.html)
11:51:03	2967/2967	---M--	200	added ('OK')	image/jpeg	etag:%225dce960f-b97%22	https://shreyu.coderthemes.com/assets/images/users/avatar-5.jpg	/home/room/websites/Koua/shreyu.coderthemes.com/assets/images/users/avatar-5.jpg	(from https://shreyu.coderthemes.com/layouts-dark-sidebar.html)
11:51:05	17374/17374	---M--	200	added ('OK')	image/jpeg	etag:%225dce960a-43de%22	https://shreyu.coderthemes.com/assets/images/layouts/vertical.jpg	/home/room/websites/Koua/shreyu.coderthemes.com/assets/images/layouts/vertical.jpg	(from https://shreyu.coderthemes.com/layouts-dark-sidebar.html)
11:51:05	14885/14885	---M--	200	added ('OK')	image/jpeg	etag:%225dce960b-3a25%22	https://shreyu.coderthemes.com/assets/images/layouts/horizontal.jpg	/home/room/websites/Koua/shreyu.coderthemes.com/assets/images/layouts/horizontal.jpg	(from https://shreyu.coderthemes.com/layouts-dark-sidebar.html)
11:51:06	17160/17160	---M--	200	added ('OK')	image/jpeg	etag:%225dce960a-4308%22	https://shreyu.coderthemes.com/assets/images/layouts/vertical-dark-sidebar.jpg	/home/room/websites/Koua/shreyu.coderthemes.com/assets/images/layouts/vertical-dark-sidebar.jpg	(from https://shreyu.coderthemes.com/layouts-dark-sidebar.html)
11:51:07	15833/15833	---M--	200	added ('OK')	image/jpeg	etag:%225dce960d-3dd9%22	https://shreyu.coderthemes.com/assets/images/layouts/vertical-condensed.jpg	/home/room/websites/Koua/shreyu.coderthemes.com/assets/images/layouts/vertical-condensed.jpg	(from https://shreyu.coderthemes.com/layouts-dark-sidebar.html)
11:51:09	15674/15674	---M--	200	added ('OK')	image/jpeg	etag:%225dce960b-3d3a%22	https://shreyu.coderthemes.com/assets/images/layouts/boxed.jpg	/home/room/websites/Koua/shreyu.coderthemes.com/assets/images/layouts/boxed.jpg	(from https://shreyu.coderthemes.com/layouts-dark-sidebar.html)
11:51:10	246587/246587	---MCZ	200	added ('OK')	application/x-javascript	date:Fri,%2015%20Nov%202019%2012:11:33%20GMT	https://shreyu.coderthemes.com/assets/js/vendor.min.js	/home/room/websites/Koua/shreyu.coderthemes.com/assets/js/vendor.min.js	(from https://shreyu.coderthemes.com/layouts-dark-sidebar.html)
11:51:10	53324/53324	---MCZ	200	added ('OK')	application/x-javascript	date:Fri,%2015%20Nov%202019%2012:12:13%20GMT	https://shreyu.coderthemes.com/assets/libs/moment/moment.min.js	/home/room/websites/Koua/shreyu.coderthemes.com/assets/libs/moment/moment.min.js	(from https://shreyu.coderthemes.com/layouts-dark-sidebar.html)
11:51:12	439495/439495	---MCZ	200	added ('OK')	application/x-javascript	date:Fri,%2015%20Nov%202019%2012:12:29%20GMT	https://shreyu.coderthemes.com/assets/libs/apexcharts/apexcharts.min.js	/home/room/websites/Koua/shreyu.coderthemes.com/assets/libs/apexcharts/apexcharts.min.js	(from https://shreyu.coderthemes.com/layouts-dark-sidebar.html)
11:51:13	48368/48368	---MCZ	200	added ('OK')	application/x-javascript	date:Fri,%2015%20Nov%202019%2012:12:20%20GMT	https://shreyu.coderthemes.com/assets/libs/flatpickr/flatpickr.min.js	/home/room/websites/Koua/shreyu.coderthemes.com/assets/libs/flatpickr/flatpickr.min.js	(from https://shreyu.coderthemes.com/layouts-dark-sidebar.html)
11:51:13	4327/4327	---MCZ	200	added ('OK')	application/x-javascript	date:Fri,%2015%20Nov%202019%2012:12:08%20GMT	https://shreyu.coderthemes.com/assets/js/pages/dashboard.init.js	/home/room/websites/Koua/shreyu.coderthemes.com/assets/js/pages/dashboard.init.js	(from https://shreyu.coderthemes.com/layouts-dark-sidebar.html)
11:51:15	3796/3796	---MCZ	200	added ('OK')	application/x-javascript	date:Fri,%2015%20Nov%202019%2012:11:32%20GMT	https://shreyu.coderthemes.com/assets/js/app.min.js	/home/room/websites/Koua/shreyu.coderthemes.com/assets/js/app.min.js	(from https://shreyu.coderthemes.com/layouts-dark-sidebar.html)
11:51:19	422500/422500	---M--	200	added ('OK')	application/octet-stream	etag:%225dce95fa-67264%22	https://shreyu.coderthemes.com/assets/fonts/unicons.eot?2256574	/home/room/websites/Koua/shreyu.coderthemes.com/assets/fonts/unicons7374.eot	(from https://shreyu.coderthemes.com/assets/css/icons.min.css)
11:51:19	157328/157328	---M--	200	added ('OK')	application/octet-stream	etag:%225dce95f8-26690%22	https://shreyu.coderthemes.com/assets/fonts/unicons.woff2?2256574	/home/room/websites/Koua/shreyu.coderthemes.com/assets/fonts/unicons7374.woff2	(from https://shreyu.coderthemes.com/assets/css/icons.min.css)
11:51:23	215956/215956	---M--	200	added ('OK')	application/octet-stream	etag:%225dce95f7-34b94%22	https://shreyu.coderthemes.com/assets/fonts/unicons.woff?2256574	/home/room/websites/Koua/shreyu.coderthemes.com/assets/fonts/unicons7374.woff	(from https://shreyu.coderthemes.com/assets/css/icons.min.css)
11:51:23	576140/576140	---MCZ	200	added ('OK')	image/svg+xml	date:Fri,%2015%20Nov%202019%2012:11:36%20GMT	https://shreyu.coderthemes.com/assets/fonts/unicons.svg?2256574	/home/room/websites/Koua/shreyu.coderthemes.com/assets/fonts/unicons7374.svg	(from https://shreyu.coderthemes.com/assets/css/icons.min.css)
11:51:24	422336/422336	---M--	200	added ('OK')	application/octet-stream	etag:%225dce95f9-671c0%22	https://shreyu.coderthemes.com/assets/fonts/unicons.ttf?2256574	/home/room/websites/Koua/shreyu.coderthemes.com/assets/fonts/unicons7374.ttf	(from https://shreyu.coderthemes.com/assets/css/icons.min.css)
11:51:26	4499/4499	---M--	200	added ('OK')	image/jpeg	etag:%225dce960e-1193%22	https://shreyu.coderthemes.com/assets/images/users/avatar-3.jpg	/home/room/websites/Koua/shreyu.coderthemes.com/assets/images/users/avatar-3.jpg	(from https://shreyu.coderthemes.com/pages-profile.html)
11:51:27	4730/4730	---M--	200	added ('OK')	image/jpeg	etag:%225dce960f-127a%22	https://shreyu.coderthemes.com/assets/images/users/avatar-6.jpg	/home/room/websites/Koua/shreyu.coderthemes.com/assets/images/users/avatar-6.jpg	(from https://shreyu.coderthemes.com/pages-profile.html)
11:51:28	7494/7494	---M--	200	added ('OK')	image/jpeg	etag:%225dce960e-1d46%22	https://shreyu.coderthemes.com/assets/images/users/avatar-10.jpg	/home/room/websites/Koua/shreyu.coderthemes.com/assets/images/users/avatar-10.jpg	(from https://shreyu.coderthemes.com/pages-profile.html)
11:51:29	19437/19437	---M--	200	added ('OK')	image/jpeg	etag:%225dce9601-4bed%22	https://shreyu.coderthemes.com/assets/images/projects/project-1.jpg	/home/room/websites/Koua/shreyu.coderthemes.com/assets/images/projects/project-1.jpg	(from https://shreyu.coderthemes.com/pages-profile.html)
11:51:30	12872/12872	---M--	200	added ('OK')	image/jpeg	etag:%225dce9602-3248%22	https://shreyu.coderthemes.com/assets/images/projects/project-2.jpg	/home/room/websites/Koua/shreyu.coderthemes.com/assets/images/projects/project-2.jpg	(from https://shreyu.coderthemes.com/pages-profile.html)
11:51:31	869768/869768	---M--	200	added ('OK')	image/jpeg	etag:%225dce95f1-d4588%22	https://shreyu.coderthemes.com/assets/images/auth-bg.jpg	/home/room/websites/Koua/shreyu.coderthemes.com/assets/images/auth-bg.jpg	(from https://shreyu.coderthemes.com/assets/css/app.min.css)
11:51:32	14357/14357	---MCZ	200	added ('OK')	text/css	date:Fri,%2015%20Nov%202019%2012:12:21%20GMT	https://shreyu.coderthemes.com/assets/libs/fullcalendar-core/main.min.css	/home/room/websites/Koua/shreyu.coderthemes.com/assets/libs/fullcalendar-core/main.min.css	(from https://shreyu.coderthemes.com/apps-calendar.html)
11:51:33	1004/1004	---MCZ	200	added ('OK')	text/css	date:Fri,%2015%20Nov%202019%2012:12:28%20GMT	https://shreyu.coderthemes.com/assets/libs/fullcalendar-daygrid/main.min.css	/home/room/websites/Koua/shreyu.coderthemes.com/assets/libs/fullcalendar-daygrid/main.min.css	(from https://shreyu.coderthemes.com/apps-calendar.html)
11:51:34	416/416	---MCZ	200	added ('OK')	text/css	date:Fri,%2015%20Nov%202019%2012:12:10%20GMT	https://shreyu.coderthemes.com/assets/libs/fullcalendar-bootstrap/main.min.css	/home/room/websites/Koua/shreyu.coderthemes.com/assets/libs/fullcalendar-bootstrap/main.min.css	(from https://shreyu.coderthemes.com/apps-calendar.html)
11:51:35	3377/3377	---MCZ	200	added ('OK')	text/css	date:Fri,%2015%20Nov%202019%2012:12:11%20GMT	https://shreyu.coderthemes.com/assets/libs/fullcalendar-timegrid/main.min.css	/home/room/websites/Koua/shreyu.coderthemes.com/assets/libs/fullcalendar-timegrid/main.min.css	(from https://shreyu.coderthemes.com/apps-calendar.html)
11:51:36	1102/1102	---MCZ	200	added ('OK')	text/css	date:Fri,%2015%20Nov%202019%2012:12:33%20GMT	https://shreyu.coderthemes.com/assets/libs/fullcalendar-list/main.min.css	/home/room/websites/Koua/shreyu.coderthemes.com/assets/libs/fullcalendar-list/main.min.css	(from https://shreyu.coderthemes.com/apps-calendar.html)
11:51:37	66744/66744	---M--	200	added ('OK')	image/png	etag:%225dce95f1-104b8%22	https://shreyu.coderthemes.com/assets/images/cal.png	/home/room/websites/Koua/shreyu.coderthemes.com/assets/images/cal.png	(from https://shreyu.coderthemes.com/apps-calendar.html)
11:51:38	126428/126428	---MCZ	200	added ('OK')	application/x-javascript	date:Fri,%2015%20Nov%202019%2012:12:22%20GMT	https://shreyu.coderthemes.com/assets/libs/fullcalendar-core/main.min.js	/home/room/websites/Koua/shreyu.coderthemes.com/assets/libs/fullcalendar-core/main.min.js	(from https://shreyu.coderthemes.com/apps-calendar.html)
11:51:39	1648/1648	---MCZ	200	added ('OK')	application/x-javascript	date:Fri,%2015%20Nov%202019%2012:12:10%20GMT	https://shreyu.coderthemes.com/assets/libs/fullcalendar-bootstrap/main.min.js	/home/room/websites/Koua/shreyu.coderthemes.com/assets/libs/fullcalendar-bootstrap/main.min.js	(from https://shreyu.coderthemes.com/apps-calendar.html)
